"stripped_cell_line_name"	"CCLE_Name"	"Alias"	"COSMICID"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"primary_disease"	"Subtype"	"age"	"Sanger_Model_ID"	"depmap_public_comments"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"depmap_id"	"cdb.name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"EMT"	"NAPY"	"TNBC"
"NCIH1092"	"NCIH1092_LUNG"	""	687997	"Male"	"ATCC"	2	-3.5297163	"Suspension"	"RPMI + 5% FBS + 2mM L-glutamine + 5ml Insulin-Transferrin-Selenium + 10nM Hydrocortisone + 10nM Beta estradiol"	"31.3"	"CVCL_1454"	"bone_marrow"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	67	"SIDM00653"	""	"lung"	"SCLC"	""	""	"ACH-000514"	"NCI-H1092"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Epithelial-Mesenchymal"	"ASCL1"	NA
"NCIH1155"	"NCIH1155_LUNG"	""	908467	"Male"	"ATCC"	2	-6.5195051	"Adherent"	"DMEM:F12 (1:1) + 10% FBS + NEAA"	"25.8"	"CVCL_1456"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	36	"SIDM00651"	""	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"ACH-000980"	"NCI-H1155"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH1299"	"NCIH1299_LUNG"	""	724831	"Male"	"ATCC"	2	-5.2073147	"Adherent"	"RPMI + 10% FBS"	"35.2"	"CVCL_0060"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	43	"SIDM00649"	""	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"ACH-000510"	"NCI-H1299"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH1339"	"NCIH1339_LUNG"	""	NA	"Female"	"ATCC"	2	-4.7086739	"Adherent"	"RPMI + 20% FBS"	"7.2"	"CVCL_A472"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	49	""	""	"lung"	"SCLC"	""	""	"ACH-000921"	"NCI-H1339"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Mesenchymal"	"YAP1"	NA
"NCIH1437"	"NCIH1437_LUNG"	""	687794	"Male"	"ATCC"	3	-4.6341337	"Adherent"	"RPMI + 10% FBS"	"9.2"	"CVCL_1472"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	60	"SIDM00734"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000589"	"NCI-H1437"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH1568"	"NCIH1568_LUNG"	""	1298348	"Female"	"ATCC"	2	-4.2498052	"Adherent"	"RPMI + 10% FBS"	"5.4"	"CVCL_1476"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	48	"SIDM00750"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000869"	"NCI-H1568"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Epithelial"	NA	NA
"NCIH1573"	"NCIH1573_LUNG"	""	908472	"Female"	"ATCC"	2	-1.3498876	"Adherent"	"RPMI + 5% FBS"	"48"	"CVCL_1478"	"soft_tissue"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	35	"SIDM00749"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000916"	"NCI-H1573"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH1581"	"NCIH1581_LUNG"	"NCI-H2077"	908471	"Male"	"ATCC"	2	-4.2261569	"Adherent"	"DMEM:F12 (1:1) + 5% FBS"	"52.8"	"CVCL_1479"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	44	"SIDM00748"	""	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"ACH-000015"	"NCI-H1581"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH1648"	"NCIH1648_LUNG"	""	687799	"Male"	"ATCC"	4	-3.7965628	"Adherent"	"RPMI + 10% FBS"	"12.1"	"CVCL_1482"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	39	"SIDM00746"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000766"	"NCI-H1648"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH1650"	"NCIH1650_LUNG"	""	687800	"Male"	"ATCC"	2	-3.0232958	"Adherent"	"RPMI + 10% FBS"	"8.5"	"CVCL_1483"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	27	"SIDM00745"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000035"	"NCI-H1650"	"lung: bronchioloalveolar_adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH1666"	"NCIH1666_LUNG"	""	908473	"Female"	"ATCC"	2	-4.0191915	"Mixed adherent and suspension"	"ACL4"	"5.8"	"CVCL_1485"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	50	"SIDM00743"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000448"	"NCI-H1666"	"lung: bronchioloalveolar_adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH1693"	"NCIH1693_LUNG"	""	687802	"Female"	"ATCC"	4	-3.6505135	"Adherent"	"RPMI + 10% FBS"	"14.1"	"CVCL_1488"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	55	"SIDM00742"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000021"	"NCI-H1693"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH1694"	"NCIH1694_LUNG"	""	688006	"Male"	"ATCC"	2	-4.2058561	"Suspension"	"F12 + 10% FBS"	"17"	"CVCL_1489"	"ascites"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	61	"SIDM00741"	""	"lung"	"SCLC"	""	""	"ACH-000431"	"NCI-H1694"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Mesenchymal"	"NEUROD1"	NA
"NCIH1703"	"NCIH1703_LUNG"	""	908474	"Male"	"ATCC"	2	-4.3366741	"Adherent"	"RPMI + 10% FBS"	"9"	"CVCL_1490"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	54	"SIDM00740"	""	"lung"	"NSCLC"	"NSCLC_squamous"	""	"ACH-000747"	"NCI-H1703"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Mesenchymal"	NA	NA
"NCIH1792"	"NCIH1792_LUNG"	""	724868	"Male"	"ATCC"	4	-4.2674532	"Adherent"	"RPMI + 10% FBS"	"14.3"	"CVCL_1495"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	50	"SIDM00771"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000496"	"NCI-H1792"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Mesenchymal"	NA	NA
"NCIH1793"	"NCIH1793_LUNG"	""	908463	"Female"	"ATCC"	2	-4.3723998	"Adherent"	"DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol"	"16.6"	"CVCL_1496"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	52	"SIDM00755"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000888"	"NCI-H1793"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial-Mesenchymal"	NA	NA
"NCIH1915"	"NCIH1915_LUNG"	""	1240184	"Female"	"ATCC"	2	-3.3722633	"Adherent"	"RPMI + 10% FBS"	"14.4"	"CVCL_1505"	"central_nervous_system"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	61	"SIDM00763"	""	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"ACH-000434"	"NCI-H1915"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH1944"	"NCIH1944_LUNG"	""	1240185	"Female"	"ATCC"	4	-3.5871881	"Adherent"	"RPMI + 10% FBS"	"37.5"	"CVCL_1508"	"soft_tissue"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	62	"SIDM00762"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000414"	"NCI-H1944"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"NCIH1975"	"NCIH1975_LUNG"	""	924244	"Female"	"ATCC"	2	-4.6541065	"Adherent"	"DMEM + 10% FBS"	"10.5"	"CVCL_1511"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00759"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000587"	"NCI-H1975"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial-Mesenchymal"	NA	NA
"NCIH2023"	"NCIH2023_LUNG"	""	1240187	"Male"	"ATCC"	4	-5.5369292	"Adherent"	"DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol"	"15.2"	"CVCL_1515"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	26	"SIDM00753"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000781"	"NCI-H2023"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial-Mesenchymal"	NA	NA
"NCIH2030"	"NCIH2030_LUNG"	""	722045	"Male"	"ATCC"	3	-3.0266177	"Adherent"	"RPMI + 10% FBS"	"14.2"	"CVCL_1517"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00715"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000521"	"NCI-H2030"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Mesenchymal"	NA	NA
"NCIH2052"	"NCIH2052_PLEURA"	""	688058	"Male"	"ATCC"	1	-2.7045437	"Adherent"	"RPMI + 10% FBS"	"30.5"	"CVCL_1518"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Mesothelioma"	65	"SIDM00713"	""	"lung"	"mesothelioma"	""	""	"ACH-000153"	"NCI-H2052"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH2087"	"NCIH2087_LUNG"	""	724834	"Male"	"ATCC"	4	-2.5179794	"Adherent"	"RPMI + 5% FBS"	"27.7"	"CVCL_1524"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	69	"SIDM00708"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000841"	"NCI-H2087"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH209"	"NCIH209_LUNG"	"H209"	688013	"Male"	"ATCC"	2	-5.344153	"Suspension"	"RPMI + 10% FBS"	"4.1"	"CVCL_1525"	"bone_marrow"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	55	"SIDM00706"	""	"lung"	"SCLC"	""	""	"ACH-000290"	"NCI-H209"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Epithelial"	"ASCL1"	NA
"NCIH211"	"NCIH211_LUNG"	""	1240189	"Female"	"ATCC"	2	-5.0763585	"Mixed adherent and suspension"	"RPMI + 10% FBS"	"10"	"CVCL_1529"	"bone_marrow"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	50	"SIDM00704"	""	"lung"	"SCLC"	""	""	"ACH-000639"	"NCI-H211"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Epithelial-Mesenchymal"	"POU2F3"	NA
"NCIH2110"	"NCIH2110_LUNG"	""	1298351	"Unknown"	"ATCC"	2	-2.4709458	"Adherent"	"RPMI + 10% FBS"	"32.2"	"CVCL_1530"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	NA	"SIDM00703"	""	"lung"	"NSCLC"	""	""	"ACH-000929"	"NCI-H2110"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Epithelial"	NA	NA
"NCIH2122"	"NCIH2122_LUNG"	""	722046	"Female"	"ATCC"	4	-3.0603731	"Adherent"	"RPMI + 10% FBS"	"31.1"	"CVCL_1531"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	46	"SIDM00702"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000311"	"NCI-H2122"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH2126"	"NCIH2126_LUNG"	""	NA	"Male"	"ATCC"	3	-3.3269318	"Adherent"	"DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol"	"18.7"	"CVCL_1532"	"haematopoietic_and_lymphoid_tissue"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	65	"SIDM00775"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000785"	"NCI-H2126"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH2170"	"NCIH2170_LUNG"	""	687815	"Male"	"ATCC"	3	-3.4661514	"Adherent"	"RPMI + 10% FBS"	"14.4"	"CVCL_1535"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	NA	"SIDM00716"	""	"lung"	"NSCLC"	"NSCLC_squamous"	""	"ACH-000481"	"NCI-H2170"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"Epithelial"	NA	NA
"NCIH2172"	"NCIH2172_LUNG"	""	1298353	"Female"	"ATCC"	2	-4.9120107	"Adherent"	"RPMI + 10% FBS"	"13"	"CVCL_1537"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	NA	"SIDM00926"	""	"lung"	"NSCLC"	""	""	"ACH-000924"	"NCI-H2172"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH2286"	"NCIH2286_LUNG"	""	NA	"Female"	"ATCC"	2	-4.8602929	"Adherent"	"DMEM:F12 (1:1) + 10% FBS + 1x Insulin-Transferrin-Selenium"	"24.4"	"CVCL_1545"	"lung"	"Primary"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	57	"SIDM00017"	""	"lung"	"SCLC"	""	""	"ACH-000912"	"NCI-H2286"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Mesenchymal"	"YAP1"	NA
"NCIH2291"	"NCIH2291_LUNG"	""	724874	"Male"	"ATCC"	3	-3.7539677	"Adherent"	"RPMI + 10% FBS"	"29.7"	"CVCL_1546"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00728"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000718"	"NCI-H2291"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH23"	"NCIH23_LUNG"	""	905942	"Male"	"ATCC"	4	-3.4862706	"Adherent"	"RPMI + 10% FBS"	"18.2"	"CVCL_1547"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	51	"SIDM00138"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000900"	"NCI-H23"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH2452"	"NCIH2452_PLEURA"	""	908462	"Male"	"ATCC"	2	-4.0210945	"Adherent"	"RPMI + 10% FBS"	"14.3"	"CVCL_1553"	"pleura"	"Metastasis"	"Lung Cancer"	"Mesothelioma"	NA	"SIDM00722"	""	"lung"	"mesothelioma"	""	""	"ACH-000092"	"NCI-H2452"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH28"	"NCIH28_PLEURA"	""	908470	"Male"	"ATCC"	2	-3.1237968	"Adherent"	"RPMI + 10% FBS"	"58"	"CVCL_1555"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Mesothelioma"	48	"SIDM00720"	""	"lung"	"mesothelioma"	""	""	"ACH-000648"	"NCI-H28"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"Mesenchymal"	NA	NA
"NCIH2882"	"NCIH2882_LUNG"	"NCI-H2882"	NA	"Female"	"Academic lab"	2	-1.9351073	"Adherent"	"RPMI + 10% FBS"	"14.3"	"CVCL_5158"	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	NA	""	""	"lung"	"NSCLC"	"NSCLC_squamous"	""	"ACH-000700"	"NCI-H2882"	"Lung"	"Lung"	NA	NA	NA	NA	NA	NA
"NCIH2887"	"NCIH2887_LUNG"	"NCI-H2887"	NA	"Male"	"Academic lab"	2	-2.1966484	"Adherent"	"RPMI + 10% FBS"	"37.8"	"CVCL_5159"	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	NA	""	""	"lung"	"NSCLC"	""	""	"ACH-000251"	"NCI-H2887"	"Lung"	"Lung"	NA	NA	NA	NA	NA	NA
"NCIH292"	"NCIH292_LUNG"	"H292"	753604	"Female"	"ATCC"	1	-2.9403426	"Adherent"	"RPMI + 10% FBS"	"29.4"	"CVCL_0455"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma"	32	"SIDM00493"	""	"lung"	"NSCLC"	"NSCLC_mucoepidermoid"	""	"ACH-001075"	"NCI-H292"	"lung: mucoepidermoid_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH3122"	"NCIH3122_LUNG"	""	1240190	"Unknown"	"Academic lab"	2	-2.7658409	"Adherent"	"RPMI + 10% FBS"	"18.5"	"CVCL_5160"	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00137"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000337"	"NCI-H3122"	"Lung"	"Lung"	NA	NA	NA	NA	NA	NA
"NCIH322"	"NCIH322_LUNG"	""	NA	"Male"	"ECACC"	4	-4.9166735	"Adherent"	"RPMI + 10% FBS + 2% Glutamine"	"20.5"	"CVCL_1556"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	52	"SIDM00117"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000837"	"NCI-H322"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH441"	"NCIH441_LUNG"	""	908460	"Male"	"ATCC"	4	-3.2010974	"Adherent"	"RPMI + 10% FBS"	"19"	"CVCL_1561"	"pericardial_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00925"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000638"	"NCI-H441"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Epithelial"	NA	NA
"NCIH446"	"NCIH446_LUNG"	""	688023	"Male"	"ATCC"	2	-2.9557005	"Adherent"	"RPMI + 10% FBS"	"17.2"	"CVCL_1562"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	61	"SIDM00965"	""	"lung"	"SCLC"	""	""	"ACH-000800"	"NCI-H446"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Mesenchymal"	"NEUROD1"	NA
"NCIH460"	"NCIH460_LUNG"	""	905943	"Male"	"ATCC"	2	-3.1795897	"Adherent"	"RPMI + 10% FBS"	"16.9"	"CVCL_0459"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	NA	"SIDM00144"	""	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"ACH-000463"	"NCI-H460"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Large Cell Lung Carcinoma (LCLC)"	NA	"Mesenchymal"	NA	NA
"NCIH520"	"NCIH520_LUNG"	""	908443	"Male"	"ATCC"	3	-2.7773459	"Adherent"	"RPMI + 10% FBS"	"13.4"	"CVCL_1566"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	NA	"SIDM01130"	""	"lung"	"NSCLC"	"NSCLC_squamous"	""	"ACH-000395"	"NCI-H520"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"Epithelial"	NA	NA
"NCIH522"	"NCIH522_LUNG"	""	905944	"Male"	"ATCC"	1	-3.5807077	"Adherent"	"RPMI + 10% FBS"	"26.7"	"CVCL_1567"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	60	"SIDM00116"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000343"	"NCI-H522"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"NCIH526"	"NCIH526_LUNG"	""	688025	"Male"	"ATCC"	2	-3.0090667	"Suspension"	"RPMI + 10% FBS"	"22.4"	"CVCL_1569"	"bone_marrow"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	55	"SIDM01128"	""	"lung"	"SCLC"	""	""	"ACH-000767"	"NCI-H526"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Epithelial"	"POU2F3"	NA
"NCIH647"	"NCIH647_LUNG"	""	1240191	"Male"	"ATCC"	2	-3.1021543	"Adherent"	"RPMI + 10% FBS"	"11"	"CVCL_1574"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma"	56	"SIDM01125"	""	"lung"	"NSCLC"	"NSCLC_adenosquamous"	""	"ACH-000378"	"NCI-H647"	"lung: mixed_adenosquamous_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"NCIH661"	"NCIH661_LUNG"	""	687829	"Male"	"ATCC"	2	-4.4013848	"Adherent"	"RPMI + 10% FBS"	"15.2"	"CVCL_1577"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	43	"SIDM01122"	""	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"ACH-000853"	"NCI-H661"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Mesenchymal"	NA	NA
