,COSMIC.identifier,Sample.Name,Sample.Name.Old,Whole.Exome.Sequencing..WES.,Copy.Number.Alterations..CNA.,Gene.Expression,Methylation,Drug.Response,GDSC.Tissue.descriptor.1,GDSC.Tissue.descriptor.2,Cancer.Type..matching.TCGA.label.,Microsatellite..instability.Status..MSI.,Screen.Medium,Growth.Properties,Name,TissueType,OncoTree1,OncoTree2,OncoTree3,OncoTree4,EMT,NAPY,TNBC,CellosaurusID
650,946354,TE-11,TE-11,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,TE-11,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
651,946355,TE-6,TE-6,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,TE-6,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
652,946356,TE-12,TE-12,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Suspension,TE-12,NA,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
653,946357,TC-YIK,TC-YIK,Y,Y,Y,Y,Y,urogenital_system,cervix,,MSS/MSI-L,R,Suspension,TC-YIK,OTHER,Cervix,NA,NA,NA,Epithelial,NA,NA,
654,946358,YT,YT,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,ALL,MSS/MSI-L,D/F12,Suspension,YT,NA,Blood,NA,NA,NA,NA,NA,NA,
655,946359,BT-474,BT-474,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,BT-474,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
656,946360,OAW-28,OAW-28,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,OAW-28,OV,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Epithelial,NA,NA,
657,946361,LCLC-97TM1,LCLC-97TM1,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,R,Adherent,LCLC-97TM1,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial,NA,NA,
658,946363,KP-N-YS,KP-N-YS,Y,Y,N,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,KP-N-YS,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,NA,NA,NA,
659,946367,D-247MG,D-247MG,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,D-247MG,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
660,946368,D-263MG,D-263MG,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,D-263MG,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
661,946369,D-336MG,D-336MG,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,D-336MG,OTHER,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
662,946370,D-392MG,D-392MG,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,D-392MG,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
663,946372,D-423MG,D-423MG,Y,Y,Y,N,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,D-423MG,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
664,946373,D-502MG,D-502MG,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,D-502MG,OTHER,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
665,946377,D-566MG,D-566MG,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,D-566MG,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
666,946382,CAMA-1,CAMA-1,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,CAMA-1,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,NA,
667,949088,CTB-1,CTB-1,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,CTB-1,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
668,949090,Caov-4,Caov-4,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,Caov-4,OV,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Epithelial,NA,NA,
669,949092,CP67-MEL,CP67-MEL,Y,Y,N,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,CP67-MEL,NA,Skin,Melanoma (MEL),NA,NA,NA,NA,NA,
670,949093,BT-483,BT-483,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,BT-483,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
671,949094,M059J,M059J,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,M059J,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
672,949153,HAL-01,HAL-01,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,HAL-01,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
673,949154,OMC-1,OMC-1,Y,Y,N,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent,OMC-1,CESC,Cervix,Cervical Squamous Cell Carcinoma (CESC),NA,NA,NA,NA,NA,
674,949155,ES8,ES8,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,ES8,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
675,949156,ES4,ES4,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,ES4,NA,Bone,sarcoma,NA,NA,Mesenchymal,NA,NA,
676,949157,ES6,ES6,Y,Y,Y,N,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,ES6,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
677,949158,ES1,ES1,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,ES1,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
678,949160,EW-7,EW-7,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent,EW-7,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
679,949161,EW-3,EW-3,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,EW-3,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
680,949162,EW-12,EW-12,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Suspension,EW-12,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
681,949163,EW-1,EW-1,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent,EW-1,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
682,949164,EW-18,EW-18,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Suspension,EW-18,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
683,949165,EW-16,EW-16,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,EW-16,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
684,949166,EW-13,EW-13,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Suspension,EW-13,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
685,949167,EW-22,EW-22,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,EW-22,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
686,949168,EW-24,EW-24,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent,EW-24,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
687,949170,LAN-6,LAN-6,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,LAN-6,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Epithelial-Mesenchymal,NA,NA,
688,949171,NB10,NB10,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB10,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
689,949172,NB12,NB12,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB12,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
690,949173,NB6,NB6,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB6,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
691,949174,NB7,NB7,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB7,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Epithelial-Mesenchymal,NA,NA,
692,949175,NB17,NB17,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB17,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
693,949176,NB5,NB5,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB5,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
694,949177,NB13,NB13,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB13,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
695,949178,NB14,NB14,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB14,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
696,949179,NB1,NB1,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Semi-Adherent,NB1,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
697,971773,RH-1,RH-1,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,RH-1,NA,Soft_Tissue,Rhabdomyosarcoma (RMS),NA,NA,Mesenchymal,NA,NA,
698,971774,RH-18,RH-18,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,RH-18,NA,Soft_Tissue,Rhabdomyosarcoma (RMS),NA,NA,Mesenchymal,NA,NA,
699,971777,MZ2-MEL,MZ2-MEL,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,MZ2-MEL,SKCM,Skin,NA,NA,NA,Mesenchymal,NA,NA,
700,998184,Jurkat,Jurkat,Y,Y,Y,Y,Y,leukemia,T_cell_leukemia,ALL,MSI-H,R,Suspension,Jurkat,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),T-Cell Acute Lymphoid Leukemia (TALL),NA,NA,NA,
701,998189,LS-180,LS-180,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,LS-180,COREAD,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
702,1240121,BICR22,BICR22,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,BICR22,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
703,1240122,BICR78,BICR78,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,BICR78,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
704,1240123,CCK-81,CCK-81,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,CCK-81,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
705,1240125,COLO-783,COLO-783,Y,Y,Y,N,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,COLO-783,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
706,1240127,EN,EN,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSS/MSI-L,R,Adherent,EN,UCEC,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Epithelial-Mesenchymal,NA,NA,
707,1240128,ES-2,ES-2,Y,Y,Y,Y,Y,urogenital_system,ovary,,MSS/MSI-L,R,Adherent,ES-2,OTHER,Ovary,Ovarian Epithelial Tumor (OVT),Clear Cell Ovarian Cancer (CCOV),NA,Mesenchymal,NA,NA,
708,1240129,FU-OV-1,FU-OV-1,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,FU-OV-1,OV,Ovary,Ovarian Epithelial Tumor (OVT),Serous Ovarian Cancer (SOC),NA,Mesenchymal,NA,NA,
709,1240130,G-MEL,G-MEL,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,G-MEL,SKCM,Skin,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
710,1240131,NCI-H2591,H2591,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2591,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
711,1240132,NCI-H2595,H2595,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2595,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
712,1240134,NCI-H2731,H2731,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2731,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
713,1240135,NCI-H2803,H2803,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2803,NA,Lung,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
714,1240136,NCI-H2804,H2804,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2804,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
715,1240137,NCI-H2810,H2810,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2810,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
716,1240138,NCI-H2869,H2869,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2869,NA,Lung,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
717,1240139,NCI-H290,H290,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H290,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
718,1240140,NCI-H3118,H3118,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,,MSS/MSI-L,R,Adherent,H3118,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
719,1240141,NCI-H513,H513,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Semi-Adherent,H513,NA,Lung,NA,NA,NA,Epithelial,NA,NA,
720,1240142,HARA,HARA,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,R,Adherent,HARA,LUSC,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Squamous Cell Carcinoma (LUSC),NA,Epithelial-Mesenchymal,NA,NA,
721,1240143,HCC-15,HCC-15,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,D/F12,Adherent,HCC-15,LUSC,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Squamous Cell Carcinoma (LUSC),NA,Epithelial-Mesenchymal,NA,NA,
722,1240144,HCC-366,HCC-366,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_not specified,,MSS/MSI-L,R,Adherent,HCC-366,NA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial-Mesenchymal,NA,NA,
723,1240145,HCC-44,HCC-44,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,HCC-44,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Mesenchymal,NA,NA,
724,1240146,HCC-827,HCC-827,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,HCC-827,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
725,1240147,Hep3B2-1-7,Hep3B2-1-7,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,Hep3B2-1-7,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial-Mesenchymal,NA,NA,
726,1240149,Hs-633T,Hs-633T,Y,N,Y,Y,Y,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent,Hs-633T,NA,Other,Unknown (UNK),NA,NA,Mesenchymal,NA,NA,
727,1240150,Hs-683,Hs-683,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Hs-683,CANNOT_CLASSIFY,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
728,1240151,Hs-746T,Hs746T,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,Hs746T,STAD,Esophagus_Stomach,NA,NA,NA,Mesenchymal,NA,NA,
729,1240153,IGR-37,IGR-37,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,IGR-37,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
730,1240154,IHH-4,IHH-4,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Semi-Adherent,IHH-4,THCA,Thyroid,NA,NA,NA,Mesenchymal,NA,NA,
731,1240155,IM-95,IM-95,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,IM-95,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
732,1240157,JHH-2,JHH-2,Y,N,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,JHH-2,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Mesenchymal,NA,NA,
733,1240158,JHH-4,JHH-4,Y,N,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,JHH-4,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial-Mesenchymal,NA,NA,
734,1240159,JHH-6,JHH-6,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,JHH-6,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial-Mesenchymal,NA,NA,
735,1240160,JHH-7,JHH-7,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,JHH-7,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial-Mesenchymal,NA,NA,
736,1240161,JHU-011,JHU-011,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,JHU-011,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
737,1240162,JHU-022,JHU-022,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,JHU-022,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
738,1240166,KYM-1,KYM-1,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent,KYM-1,NA,Soft_Tissue,Rhabdomyosarcoma (RMS),NA,NA,Mesenchymal,NA,NA,
739,1240167,KYSE-220,KYSE-220,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,KYSE-220,NA,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
740,1240168,LN-18,LN-18,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,LN-18,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
741,1240169,LN-229,LN-229,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,LN-229,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
742,1240170,LNZTA3WT4,LNZTA3WT4,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,LNZTA3WT4,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
743,1240172,MDA-MB-436,MDA-MB-436,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,MDA-MB-436,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Mesenchymal,NA,Breast Triple Negative,
744,1240173,MDST8,MDST8,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,MDST8,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Mesenchymal,NA,NA,
745,1240174,MFE-319,MFE-319,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,MFE-319,UCEC,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Epithelial,NA,NA,
746,1240178,ML-1,ML-1,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,ML-1,THCA,Thyroid,Follicular Thyroid Cancer (THFO),NA,NA,Mesenchymal,NA,NA,
747,1240179,MS751,MS751,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent,MS751,CESC,Cervix,NA,NA,NA,Epithelial,NA,NA,
748,1240181,NB(TU)1-10,NB(TU)1-10,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,NB(TU)1-10,NA,Kidney,NA,NA,NA,Mesenchymal,NA,NA,
749,1240182,NCI-H1836,NCI-H1836,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Suspension,NCI-H1836,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,ASCL1,NA,
750,1240183,NCI-H1869,NCI-H1869,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,D/F12,Adherent,NCI-H1869,LUSC,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Squamous Cell Carcinoma (LUSC),NA,Epithelial,NA,NA,
751,1240184,NCI-H1915,NCI-H1915,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,R,Adherent,NCI-H1915,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Mesenchymal,NA,NA,
752,1240185,NCI-H1944,NCI-H1944,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,NCI-H1944,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial-Mesenchymal,NA,NA,
753,1240186,NCI-H196,NCI-H196,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,NCI-H196,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Mesenchymal,YAP1,NA,
754,1240187,NCI-H2023,NCI-H2023,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H2023,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial-Mesenchymal,NA,NA,
755,1240189,NCI-H211,NCI-H211,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,NCI-H211,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,POU2F3,NA,
756,1240190,NCI-H3122,NCI-H3122,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H3122,LUAD,Lung,NA,NA,NA,Epithelial,NA,NA,
757,1240191,NCI-H647,NCI-H647,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_not specified,,MSS/MSI-L,R,Adherent,NCI-H647,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Mesenchymal,NA,NA,
758,1240192,NCI-H841,NCI-H841,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent,NCI-H841,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Mesenchymal,YAP1,NA,
759,1240193,NCI-H847,NCI-H847,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent,NCI-H847,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Mesenchymal,NEUROD1,NA,
760,1240196,OSC-20,OSC-20,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,OSC-20,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
761,1240197,OV-90,OV-90,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,OV-90,OV,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Epithelial-Mesenchymal,NA,NA,
762,1240198,OVISE,OVISE,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,OVISE,OV,Ovary,Ovarian Epithelial Tumor (OVT),Clear Cell Ovarian Cancer (CCOV),NA,Epithelial,NA,NA,
