"nsc","name","pubchem_cid","pubchem_sid","cas"
678096,"Meliternatin","386320","386320",NA
678098,"Melisimplexin","386322","386322",NA
678099,"Melibentin","386323","386323",NA
678101,"5,8-Dihydroxy-6,7,3-trimethoxy-3',4'-methylenedioxyflavone","386325","386325",NA
678102,"5-hydroxy-3,7-dimethoxy-3',4'-methylenedioxyflavone","5466137","5466137","93655959"
678106,"Rhamnazin","5320945","5320945",NA
678107,"Ternatin","5459184","517560",NA
678124,"1-(2-Fluorobenzyl)-3-methoxy-5-nitro-1h-indazole","386341","386341",NA
678125,"1h-indazole, 3-methoxy-1-[(2-methoxyphenyl)methyl]- 5-ni...","386342","386342",NA
678128,"1,2-Dibenzyl-5-nitro-1,2-dihydro-3h-indazol-3-one","386345","386345",NA
678131,"5H-Naphtho[2,3-c][1]benzazepine-6,13-dione","386348","386348",NA
678143,"3-(2,6-Dimethoxybenzylidene)-4-methoxy-2-benzofuran-1(3H)-one","5468869","5468869",NA
678144,"4h-1,3,6,2-dioxazaphosphocinium, 4-hexadecyltetrahydro- ...","9571955","517587",NA
678146,"hexadecanaminium, 2-hydroxy-n,n-bis(2-hydroxyethyl)- n-m...","386355","517589",NA
678156,"N-[3-[4-[4-(3-Azidophenothiazin-10-yl)butyl]piperazin-1-yl]-3-oxopropyl]-2-(4-benzoylphenyl)acetamide","386360","386360",NA
678251,"3-(4-Chloro-phenoxy)-4-phenyl-7-acetoxy-coumarin","386367","386367",NA
678256,"1,4-Bis((2,5-dichlorophenyl)sulfonyl)piperazine","386372","386372",NA
678257,"STK094679","386373","386373",NA
678258,"1-(2,5-Dichlorobenzoyl)-4-(3,4-dichlorophenyl)piperazine","386374","386374",NA
678343,"(E)-5-(diethylamino)-1-phenylpent-1-en-3-one;hydrochloride","6519127","6519127",NA
678345,"1s,5s-8-(e)-benzylidene-5-(3-hydroxyphenyl)-2-methyl-2-a...","45489959","45489959",NA
678346,"1r,5r-8-(e)-(3,4-dichlorobenzylidene)-5-(3-hydroxyphenyl...","45489960","45489960",NA
678347,"1s,5s-8-(e)-(3,4-dichlorobenzylidene)-5-(3-hydroxyphenyl...","45489961","45489961",NA
678353,"methyl 5-acetamido-4,7,8,9-o-acetyl-3,5-dideoxy-2-s-(2'-...","386382","517627",NA
678355,"L-LYS-L-p-NO2Phe-L-Ala-L-p-NO2PheNH2","386384","386384",NA
678356,"2-((6,8-Dichloro-2-hydroxy-4-methylpyrimido[4,5-b]quinolin-5-yl)amino)-2-methyl-1,3-propanediol","386385","386385",NA
678357,"2-((7-Ethoxy-2-hydroxy-4-methylpyrimido[4,5-b]quinolin-5-yl)amino)-2-methyl-1,3-propanediol","386386","386386",NA
678359,"N-(1-Anthryl)-2-hydroxy-4-((2-((2-hydroxyethyl)amino)ethyl)amino)-6-methyl-5-pyrimidinecarboxamide","386388","386388",NA
678360,"","386389","517634",NA
678362,"methyl 5-methyl-2-[(E)-(7-methyl-1-oxo-indan-2-ylidene)methyl]benzoate","6284987","6284987",NA
678364,"methyl 2-[(E)-(5,7-dimethyl-1-oxo-indan-2-ylidene)methyl]benzoate","6477500","6477500",NA
678369,"methyl 2-[(E)-(5,6-dimethyl-1-oxo-indan-2-ylidene)methyl]-5-methyl-benzoate","5924840","5924840",NA
678372,"2-[(E)-(6,7-dimethyl-1-oxo-indan-2-ylidene)methyl]-6-methyl-benzoic acid","5888698","5888698",NA
678383,"benzoic acid, 2-[(4,6-dimethyl-1-oxo-2-indanylidene) met...","6477508","6477508",NA
678387,"methyl 2-[(E)-(4,8-dimethyl-3-oxo-1,5,6,7-tetrahydro-s-indacen-2-ylidene)methyl]benzoate","6477511","6477511",NA
678393,"TimTec1_000115","135485485","135485485",NA
678396,"5-(2-Naphthyl)-2,4-dihydro-3H-1,2,4-triazol-3-one","135489805","135489805",NA
678397,"3-(4-Methyl-3-nitro-phenyl)-1,4-dihydro-1,2,4-triazol-5-one","135489806","135489806",NA
678401,"glycine, n-[n-[[(4-methoxyphenyl)azo]carbonyl]-l-leucyl]...","386431","386431",NA
678402,"l-alanine, n-[n-[[(4-methoxyphenyl)azo]carbonyl]- l-leuc...","386433","386433",NA
678403,"N-(2-((((4-Methoxyphenyl)diazenyl)carbonyl)amino)-4-methylpentanoyl)leucine","386435","386435",NA
678404,"N-(2-((((4-Methoxyphenyl)diazenyl)carbonyl)amino)-4-methylpentanoyl)phenylalanine","386436","386436",NA
678410,"DA-37066","386442","386442",NA
678412,"pyrido[3,4-g]isoquinoline, 1,2,3,4,6,7,8,9-octahydro- 4,...","499458","499458",NA
678473,"","386444","517687",NA
678475,"3H-1,2,4-Triazol-3-one, 2,4-dihydro-5-[(4-methylphenyl)methyl]-4-phenyl-","386446","386446",NA
678489,"2-Methyl-8-(1-naphthyl)quinoline","386460","386460",NA
678490,"1,2,5-Triphenyl-1H-phosphole 1-oxide","386461","386461",NA
678491,"9-Phenyl-9-phosphabicyclo[4.2.1]nona-2,4,7-triene","386462","386462",NA
678492,"phosphonium, ethyldiphenyl(phenylethynyl)-, iodide","386463","517706",NA
678501,"4,4-Dichloro-2,3-bis(trimethylsilyl)-2-cyclobuten-1-one","386475","386475",NA
678502,"2-cyclobuten-1-one, 4,4-dichloro-2,3-diphenyl-","386476","386476",NA
678503,"1-cyclobuten-3-one, 4,4-dichloro-1-pentyl-","386477","386477",NA
678514,"fiau","386483","386483","69123984"
678518,"protein: lf",NA,"517731",NA
678519,"protein: ef",NA,"517732",NA
678521,"protein: lf-ttlc",NA,"517734",NA
678522,"protein: 33",NA,"517735",NA
678523,"protein: pa30-14",NA,"517736",NA
678524,"protein: pahiv1",NA,"517737",NA
678525,"protein: pahiv4",NA,"517738",NA
678531,"5-bromo-3-[(2S,5S)-5-(5-bromo-1H-indol-3-yl)piperazin-2-yl]-1H-indole;hydrobromide","54608160","54608160",NA
678532,"2'-azido-2'-deoxycytidine","386488","386488","51034685"
678533,"2'-azido-2'-deoxyuridine","386489","386489","26929657"
678634,"benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-, b...","386490","386490",NA
678635,"benzoic acid, 4-[[(3,6-dioxo-1,4-cyclohexadienyl)methyl]...","386491","386491",NA
678636,"benzoic acid, 4-[[(3,6-dioxo-1,4-cyclohexadienyl)methyl]...","386492","386492",NA
678637,"benzoic acid, 4-[[(3,6-dioxo-1,4-cyclohexadienyl)methyl]...","386493","386493",NA
678863,"","54608783","517753",NA
678865,"1,5,3,2,4-dioxathiadiphosphepane, 2,4-bis(4-methoxypheny...","386495","386495","147819281"
678866,"dibenzo[d,f][1,3,2]dioxaphosphepin, 6-(4-methoxyphenyl)-...","386496","386496",NA
678868,"Dimethyl 2-methyl-7,12-dioxo-7,12-dihydrobenzo[a]anthracene-6,6(5H)-dicarboxylate","386498","386498",NA
678869,"benz[a]anthracene-6,6-dicarboxylic acid, 5,6,7,12- tetra...","386499","386499",NA
678871,"3-Bromo-2-methylpyrazolo[1,5-a]pyridin-5-yl acetate","386501","386501",NA
678873,"3,4-Dibromo-2-methylpyrazolo[1,5-a]pyridin-5-yl acetate","386503","386503",NA
678879,"2-(2-Amino-6-phenylpyrimidin-4-yl)-4-methylphenol","386504","386504",NA
678880,"Pyrimidin-2-amine, 4-(2-hydroxy-4-methoxyphenyl)-6-phenyl-","386505","386505",NA
678881,"2-[2-[(Z)-benzylideneamino]-6-phenylpyrimidin-4-yl]-4-methylphenol","135509205","135509205",NA
678882,"pyrimidin-2-amine, 4-(2-hydroxy-4-methoxyphenyl)-6-pheny...","135509206","135509206",NA
678883,"pyrimidin-2-amine, 4-(5-chloro-2-hydroxyphenyl)-6-phenyl...","135509207","135509207",NA
678905,"phenanthridine-4-carboxamide, 6-(4-methoxyphenyl)- n-[2-...","386509","386509",NA
678912,"4-acridinecarboxamide, n-[2-(dimethylamino)ethyl]- 8-met...","386511","386511",NA
678913,"4-acridinecarboxamide, 1-chloro-n-[2-(dimethylamino) eth...","386513","386513",NA
678914,"4-acridinecarboxamide, n-[2-(dimethylamino)ethyl]- 1-met...","386514","386514",NA
678915,"n-[6-[(2-aminoethyl)amino]hexyl]-4-acridinecarboxamide t...","386515","386515","142038902"
678917,"1-phenazinecarboxamide, n-[2-(dimethylamino)ethyl]- 6,9-...","386517","386517",NA
678918,"1,6-phenazinedicarboxamide, n,n'-bis[2-(dimethylamino) e...","386519","386519","103942592"
678925,"1-phenazinecarboxamide, n-[2-(dimethylamino)ethyl]- 9-fl...","386521","386521",NA
678932,"1h-benzimidazole-4-carboxamide, n-[2-(dimethylamino)ethy...","386523","386523","124341237"
678957,"Methyl 1-(4-hydroxybutyl)-1h-1,2,3-triazole-4-carboxylate","386525","386525",NA
678966,"methyl (Z)-3-[4-[(Z)-3-methoxy-3-oxoprop-1-enyl]sulfanyl-2-sulfanylidenepyrimidin-1-yl]prop-2-enoate","54602168","54602168",NA
678970,"Ethyl 2-[3-(2-hydroxyethoxymethyl)-5-methyl-2,6-dioxopyrimidin-1-yl]acetate","386538","386538",NA
678979,"2-[(E)-4-bromobut-2-enyl]-1,2,4-triazine-3,5-dione","5468889","5468889",NA
678986,"6-bromo-2-[(E)-4-bromobut-2-enyl]-1,2,4-triazine-3,5-dione","5468896","5468896",NA
678989,"uracil, 1-[1,2-bis(ethoxycarbonyl)ethenyl]-, cis-","5468899","5468899",NA
678990,"diethyl (E)-2-(2,4-dioxopyrimidin-1-yl)but-2-enedioate","5468900","5468900",NA
678991,"thymine, 1-[1,2-bis(ethoxycarbonyl)ethenyl]-","6374527","6374527",NA
678993,"diethyl (E)-2-(4-amino-2-oxopyrimidin-1-yl)but-2-enedioate","5468902","5468902",NA
678994,"adenine, 9-[1,2-bis(ethoxycarbonyl)ethenyl]-, trans-","5468903","5468903",NA
678996,"Diethyl 2-(2,4-dioxo-3,4-dihydropyrimidin-1(2h)-yl)-3-[(2-hydroxyethyl)sulfanyl]butanedioate","386559","386559",NA
678997,"Diethyl 2-(2-hydroxyethylsulfanyl)-3-(5-methyl-2,4-dioxopyrimidin-1-yl)butanedioate","386560","386560",NA
678998,"Diethyl 2-(6-amino-9h-purin-9-yl)-3-[(2-hydroxyethyl)sulfanyl]butanedioate","386561","386561",NA
679001,"uracil, 1-[1,2-bis(ethoxycarbonyl)ethenyl]-3-[(ethoxy-ca...","5468904","5468904",NA
679002,"uracil, 1-[1,2-bis(ethoxycarbonyl)ethenyl]-3-[(ethoxy-ca...","5468905","5468905",NA
679003,"uracil, 1-[1,2-bis(ethoxycarbonyl)ethenyl]-3-(2-propenyl...","5468906","5468906",NA
679004,"diethyl (E)-2-(5-methyl-2,4-dioxo-3-prop-2-enylpyrimidin-1-yl)but-2-enedioate","5468907","5468907",NA
679005,"uracil, 1,3-bis[1,2-bis(ethoxycarbonyl)ethenyl]-","6381423","6381423",NA
679006,"thymine, 1,3-bis[1,2-bis(ethoxycarbonyl)ethenyl]-","6382533","6382533",NA
679017,"2-Naphthalen-2-yl-1H-[1,8]naphthyridin-4-one","386569","386569",NA
679018,"2-(2-Naphthyl)-5-methyl-1,8-naphthyridin-4(1H)-one","386570","386570",NA
679019,"2-(2-Naphthyl)-6-methyl-1,8-naphthyridin-4(1H)-one","386571","386571",NA
679020,"2-(2-Naphthyl)-7-methyl-1,8-naphthyridin-4(1H)-one","5468908","5468908",NA
679021,"2-(2-Naphthyl)-5,7-dimethyl-1,8-naphthyridin-4(1H)-one","5468909","5468909",NA
679022,"2-(2-Naphthyl)-6-chloro-1,8-naphthyridin-4(1H)-one","386574","386574",NA
679024,"1,8-naphthyridin-4(1h)-one, 2-(4-fluorophenyl)-5-methyl-","386576","386576",NA
679025,"1,8-naphthyridin-4(1h)-one, 2-(4-fluorophenyl)-6-methyl-","386577","386577",NA
679028,"6-Chloro-2-(4-fluorophenyl)-1,8-naphthyridin-4(1h)-one","386580","386580",NA
679029,"2-(4-Chloro-phenyl)-1H-[1,8]naphthyridin-4-one","386581","386581",NA
679030,"2-(4-Chlorophenyl)-5-methyl-1,8-naphthyridin-4(1h)-one","386582","386582",NA
679033,"2-(4-Chloro-phenyl)-5,7-dimethyl-1H-[1,8]naphthyridin-4-one","5468913","5468913",NA
679034,"1,8-naphthyridin-4(1h)-one, 2-(3-chlorophenyl)-","386586","386586",NA
679035,"1,8-naphthyridin-4(1h)-one, 2-(3-chlorophenyl)-5-methyl-","386587","386587",NA
679036,"1,8-naphthyridin-4(1h)-one, 2-(3-chlorophenyl)-6-methyl-","386588","386588",NA
679037,"1,8-naphthyridin-4(1h)-one, 2-(3-chlorophenyl)-7-methyl-","5468914","5468914",NA
679038,"1,8-naphthyridin-4(1h)-one, 2-(3-chlorophenyl)- 5,7-dime...","5468915","5468915",NA
679042,"3-(1H-benzimidazol-2-ylmethyl)-1,5,2,4-dioxadithiepane 2,2,4,4-tetraoxide","386591","386591",NA
679046,"(3-Iodo-2,2,4,4-tetraoxido-1,5,2,4-dioxadithiepan-3-yl)(naphthalen-2-yl)methanone","386596","386596",NA
679047,"Naphthalen-1-yl(2,2,4,4-tetraoxido-1,5,2,4-dioxadithiepan-3-yl)methanone","386597","386597",NA
679069,"1-Benzyl-4-(4-methyl-1-piperazinyl)-1H-[1,2,3]triazolo[4,5-d]pyridazin-7-ol","386615","386615",NA
679075,"7-(4-Chloroanilino)-3-(4-nitrophenyl)triazolo[4,5-d]pyridazin-4-ol","3784604","3784604",NA
679088,"1-phenylethyl N-[(4-phenyltriazol-1-yl)methyl]carbamate","386634","386634",NA
679092,"5,7-Dihydroquinolino[3,2-d][1]benzazepine-6-thione","3005168","3005168",NA
679095,"","5468918","517912",NA
679108,"phenol, 4,4'-(5,5'-biisoxazole-3,3'-diyl)bis-","386651","386651",NA
679194,"5,17,29-Tritert-butyl-38,40,42-trimethoxy-37,39,41-tris[(3-nitrophenyl)methoxy]heptacyclo[31.3.1.13,7.19,13.115,19.121,25.127,31]dotetraconta-1(37),3,5,7(42),9,11,13(41),15(40),16,18,21(39),22,24,27(38),28,30,33,35-octadecaene","16129915","16129915",NA
679198,"((1-Benzyl-1H-benzimidazol-2-yl)hydrazono)(4-methoxyphenyl)acetic acid","6297144","6297144",NA
679202,"10-Benzyl-3-(4-methoxyphenyl)-[1,2,4]triazino[4,3-a]benzimidazol-4-one","386675","386675",NA
679203,"10-Benzyl-3-(4-chlorophenyl)-[1,2,4]triazino[4,3-a]benzimidazol-4-one","386676","386676",NA
679223,"4-imino-3-methyl-5,6,7,8-tetrahydro-1H-benzothiopheno[2,3-d]pyrimidin-2-one","386693","386693",NA
679225,"10-Thia-3,6,8-triazatetracyclo[7.7.0.02,6.011,16]hexadeca-1(9),2,7,11(16)-tetraene","386695","386695",NA
679229,"1-(4-Chlorophenyl)-3-(3-cyano-4,5,6,7-tetrahydrobenzothiophen-2-yl)thiourea","3005174","3005174",NA
679231,"4-Anilino-5,6,7,8-tetrahydrobenzothiopheno[2,3-d]pyrimidine-2-thiol","2816491","2816491",NA
679236,"STL170800","5468923","5468923",NA
679240,"","5468927","517989",NA
679241,"","5468928","517990",NA
679243,"","5468930","517992",NA
679245,"","5468931","517994",NA
679246,"","5468932","517995",NA
679261,"Ethyl 3-(9-chloro-4-hydroxy-2,5,11-trimethyl-6H-pyrido[3,2-b]carbazol-3-yl)propanoate","386719","386719",NA
679262,"1-(4-Hydroxy-2,5,11-trimethyl-6H-pyrido[3,2-b]carbazol-9-yl)-1-propanone","496094","496094",NA
679263,"n-[4-(2-n,n-diethylaminoethoxy)phenyl]-3-nitro-1,8-napht...","386720","386720",NA
679264,"n-[4-(2-pyrrolidinoethoxy)phenyl]-3-nitro-1,8-naphthalimide","386721","386721",NA
679265,"n-[2,4-dinitro-1-anilino]-3-nitro-1,8-naphthalimide","386722","386722",NA
679266,"n-[4-ethyl-2,6-piperidinedione)phenyl]-3-nitro-1,8-napht...","386723","386723",NA
679271,"","383025","518004",NA
679281,"1-(3-Chloropropoxy)-2-diazonioethenolate","386738","386738",NA
679285,"Indan-2-yl 2-diazoacetate","386746","386746",NA
679287,"","386748","518020",NA
679431,"2-Ethoxy-6-keto-estradiol","386752","518041",NA
679434,"[1-(Benzenesulfonyloxy)-4,13-dimethyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl] acetate","386755","386755",NA
679439,"2-Amino-3-[[4-[4-[[4-[4-(3-azidophenothiazin-10-yl)butyl]piperazin-1-yl]methyl]benzoyl]phenyl]methylsulfanyl]propanoic acid","386760","386760",NA
679440,"STK386789","386761","386761",NA
679443,"Diethyl 4-hydroxy-2-(4-methoxyphenyl)-6-oxo-4-phenyl-1,3-cyclohexanedicarboxylate","386764","386764",NA
679446,"Diethyl 2-(4-(dimethylamino)phenyl)-4-hydroxy-6-oxo-4-phenyl-1,3-cyclohexanedicarboxylate","386767","386767",NA
679450,"1-cyano-7-allyl-2,3,7-triazabicyclo[3.3.0]oct-2-ene hydr...","386771","518060",NA
679451,"1-cyano-7-[3-oxo-butyl]-2,3,7-triazabicyclo[3.3.0]oct-2-ene","386773","386773",NA
679485,"2-[3-(p-tolyl)-1H-1,2,4-triazol-5-yl]acetonitrile","386777","386777",NA
679500,"3-[4-[(4-Ethoxyphenyl)diazenyl]-3-methyl-5-oxo-4H-pyrazol-1-yl]-3-oxo-N-phenylpropanamide","386792","386792",NA
679501,"3-[4-[(4-Ethoxyphenyl)diazenyl]-3-methyl-5-oxo-4H-pyrazol-1-yl]-N-(4-methylphenyl)-3-oxopropanamide","386793","386793",NA
679504,"3-[4-[(2-Ethoxyphenyl)diazenyl]-3-methyl-5-oxo-4H-pyrazol-1-yl]-N-(2-methylphenyl)-3-oxopropanamide","386796","386796",NA
679505,"3-[4-[(2-Ethoxyphenyl)diazenyl]-3-methyl-5-oxo-4H-pyrazol-1-yl]-N-(2-methoxyphenyl)-3-oxopropanamide","386797","386797",NA
679506,"N-(2-Chlorophenyl)-3-[4-[(2-ethoxyphenyl)diazenyl]-3-methyl-5-oxo-4H-pyrazol-1-yl]-3-oxopropanamide","386798","386798",NA
679509,"N-(4-Chlorophenyl)-3-[4-[(3,4-dimethylphenyl)diazenyl]-3,5-dimethylpyrazol-1-yl]-3-oxopropanamide","386801","386801",NA
679516,"","386808","518096",NA
679518,"1-[(4Ar,5R,11cS)-5-chloro-7-(4-methoxyphenyl)sulfonyl-3,4,4a,5,6,11c-hexahydro-2H-pyrido[3,2-c]carbazol-1-yl]-2-(4-methylphenyl)sulfinylethanone","386810","386810",NA
679524,"benzo[1,2-b:4,3-b']dipyrrole-2,8-dicarboxylic acid, 4,5-...","386816","386816",NA
679525,"benzyl 7-(methoxycarbonyl)-3,4,5,6-tetrahydro-4,5-dioxo-...","386817","386817","106674037"
679527,"WDO527BMU2","386819","386819","106674015"
679528,"8-O-Benzyl 2-O-methyl 5-diethoxyphosphoryloxy-4-methoxy-3,4,5,6-tetrahydropyrrolo[3,2-e]indole-2,8-dicarboxylate","386820","386820",NA
679532,"Benzyl 4-formyl-1-(phenylsulfonyl)-1H-pyrrole-2-carboxylate","386824","386824",NA
679561,"2',6'-Dichloro-4,9-dihydroxyspiro[6,7-dihydroimidazo[4,5-g]quinoline-8,4'-cyclohexa-2,5-diene]-1'-one","386838","386838",NA
679572,"",NA,"582198",NA
679577,"","386843","518134",NA
679586,"Peridinin","5289155","5289155",NA
679588,"","11972625","518145",NA
679600,"2-(4-Bromophenyl)-3H-pyrrolo[2,3-c]isoquinolin-5-ol","386858","386858",NA
679673,"boc-leu-ser(oet)-nh2","386859","386859",NA
679679,"Boc-Phe-Phe-Ala-OBzl","386865","386865",NA
679681,"boc-gly-leu-met-nme2","386867","386867",NA
679683,"Boc-Gly-Phe-Leu-OEt","386869","386869",NA
679684,"z(ome)-gly-d-ala-phe-obzl","386870","518161",NA
679716,"1h-pyrazole-3-carboxylic acid, 5-benzoyl-4,5-dihydro- 4-...","386876","386876",NA
679738,"2,6-Ditert-butyl-4-[10-(3,5-ditert-butyl-1-hydroxy-4-oxo-cyclohexa-2,5-dien-1-yl)-9-anthryl]-4-hydroxy-cyclohexa-2,5-dien-1-one","386880","386880",NA
679739,"Methyl 2-(3,5-ditert-butyl-4-hydroxyphenyl)-2-[(4,7,7-trimethyl-3-oxo-2-oxabicyclo[2.2.1]heptane-1-carbonyl)amino]acetate","386881","386881",NA
679743,"1,4,7,10,13,16-hexaoxacyclooctadecane-2,9-dione, 12-[4-h...","386885","386885",NA
679748,"[1,1'-binaphthalene]-3,3',4,4'-tetrone, 2,2',6,6'-tetram...","386890","386890",NA
679749,"296CFO5QF6","386891","386891",NA
679795,"","386892","518188",NA
679796,"","386894","518189",NA
679798,"","386898","518191",NA
679800,"2,6-Bis((2-aminophenyl)thio)benzonitrile","386900","386900",NA
679804,"3-pyridinecarboxylic acid, 5-cyano-1,4-dihydro- 6-(2-fur...","386904","386904",NA
679813,"Tri(tert-butyl) 7-cyano-2-((diisopropylamino)carbonyl)-1,3,5-cubanetricarboxylate","386912","386912",NA
679815,"2-[Tert-butyl(methyl)carbamoyl]cubane-1,3,5,7-tetracarboxylic acid","386914","386914",NA
679822,"naphth[2,3-d]oxazol-9(4h)-one, 2-methyl- 4-[4-(4-morphol...","386916","386916",NA
679824,"5,8-quinolinedione, 7-[(2,2-diphenylethyl)amino]-","386917","386917",NA
679828,"PD-98059","4713","-1","167869218"
679833,"(3S,6S)-3,6-bis(5-bromo-1H-indol-3-yl)piperazine-2,5-dione","6712394","6712394",NA
679835,"5-Bromo-3-[(5-bromo-1H-indol-3-yl)-(4-methoxyphenyl)methyl]-1H-indole","3745174","3745174",NA
680072,"Ochraceolide A","386922","386922",NA
680073,"C31H44O5","5468948","5468948",NA
680074,"Superstolide A","10258400","10258400","156368648"
680075,"Superstolide B","54603534","54603534","161300749"
680093,"17-(o-(2-pyrrolidinoethyl)]oximino-5-androsten-3.beta.-ol","9571964","518233",NA
680094,"17-(o-diethylaminoethyl)oximino-3-methoxy-1,3,5(10)- est...","9571965","518234",NA
680095,"17-[o-(2-pyrrolidinoethyl)]oximino-3-methoxy-1,3,5(10)- ...","9571967","518235",NA
680102,"","386940","518242",NA
680185,"estra-1,3,5(10)-trien-3,17-diol,2-ethoxy-6-(hydroxyimino...","5468960","518260",NA
680193,"2-(4-Methoxyphenoxy)-3-phenyl-6-(trifluoromethyl)quinoxaline","386966","386966",NA
680213,"[n,n,n',n'-tetramethylethylenediamine carboxyboronium] b...",NA,"499480",NA
680217,"5-Amino-4-cyano-2-(3-pyridyl)-1,3-oxazole","386975","386975",NA
680219,"","21144981","582205",NA
680223,"bis(1,7,7-trimethylnorbornan-2-yl) (E)-but-2-enedioate","5468961","5468961",NA
680292,"6,7-Dimethoxy-1-azatetracyclo[6.6.2.04,16.011,15]hexadeca-4,6,8(16),11(15)-tetraene-9,10-dione","386981","386981",NA
680295,"","386984","518284",NA
680297,"(6-Chloro-3-(4-methyl-1-piperidinyl)-4-pyridazinyl)(phenyl)methanone","386986","386986",NA
680300,"","386989","518289",NA
680303,"Benzyl N-[5-(diaminomethylideneamino)-1-[(4-methyl-2-oxo-1H-quinolin-7-yl)amino]-1-oxopentan-2-yl]carbamate;carbonic acid","386992","386992",NA
680304,"4-Anilino-1-benzyl-1H-[1,2,3]triazolo[4,5-d]pyridazin-7-ol","386994","386994",NA
680308,"2-(5-acetyl-3-cyano-6-methyl-1H-pyridin-2-ylidene)propanedinitrile","135467695","135467695",NA
680311,"",NA,"582206",NA
680316,"phenethyl (E)-3-(2,5-difluorophenyl)prop-2-enoate","5468962","5468962",NA
680317,"benzenepropanoic acid, 2,5-dihydroxy-, 2-phenylethylester","387004","387004",NA
680320,"3-(4-Bromophenyl)-7-methoxy-1,1-dimethyl-1H-cyclopenta[b]quinoxaline","387007","387007",NA
680328,"","135485962","518310",NA
680340,"4,6-Dihydropyrazolo[4,3-d][1]benzazepin-5(1H)-one","387019","387019",NA
680350,"Aza-heterocyclic Derivative, 4c","387030","387030",NA
680399,"2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]-N,N'-didodecylpentanediamide","387041","387041",NA
680410,"Adaphostin","387042","387042","241127582"
680417,"[3,4-dihydroxy-5-[4-[[(Z)-octadec-9-enyl]amino]-2-oxopyrimidin-1-yl]oxolan-2-yl]methyl [5-(5-fluoro-2,4-dioxopyrimidin-1-yl)-2-(hydroxymethyl)oxolan-3-yl] hydrogen phosphate","5468967","5468967",NA
680418,"[5-(5-Fluoro-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl (2-hydroxy-3-octadecoxypropyl) hydrogen phosphate","387050","387050",NA
680420,"[5-(5-Fluoro-2,4-dioxopyrimidin-1-yl)-2-(hydroxymethyl)oxolan-3-yl] [5-[5-fluoro-4-(hexadecylamino)-2-oxopyrimidin-1-yl]-3-hydroxyoxolan-2-yl]methyl hydrogen phosphate","387052","387052",NA
680421,"5-Fluoro-4-(hexadecylamino)-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one","387053","387053",NA
680434,"3-amino-9(10h)-thioacridone","3620127","3620127","129821085"
680467,"5-[[(4-dimethylamino)phenyl]azo]quinoline","87103","87103",NA
680469,"4-(2-Cyanoethyl)-4-(hydroxyamino)heptanedinitrile","387078","387078",NA
680479,"N-(2-(1-Benzoyl-4-(hydroxy(oxido)amino)-4-piperidinyl)ethyl)benzamide","387088","387088",NA
680482,"","387091","518397",NA
680483,"","387093","518398",NA
680493,"5-Nitrocinnoline","387102","387102",NA
680495,"(4-bromophenyl)-(2-quinolyl)diazene","387104","387104",NA
680508,"7-(Acetylamino)-2-hydroxy-3-methyl[1,8]naphthyridine-4-carboxylic acid","5466192","5466192",NA
680509,"N-[2-(4-amino-1-benzoylpiperidin-4-yl)ethyl]benzamide;hydrochloride","387114","387114",NA
680510,"1,8-naphthyridin-3-amine, 2,7-dichloro-5-methyl-","387116","387116",NA
680515,"7-(p-n,n-dimethylaminophenylazo)benzofuran","39164","39164","42242580"
680537,"O-Ethyl [(2Z)-2-(2-methoxypropan-2-yloxyimino)-2-phenylethyl]sulfanylmethanethioate","5907878","5907878",NA
680553,"2-quinoxalinecarboxylic acid, 3-[(4-fluorophenyl)amino]-...","387137","387137",NA
680561,"benzoic acid, 4-[2-[2,5-dihydroxyphenyl]ethenyl]-, methy...","5468975","5468975",NA
680649,"benzoic acid, 4-[2-(3,6-dioxo-1,4-cyclohexadienyl)-ethyl...","387145","387145",NA
680664,"1H-Benzimidazol-2-amine, N-(4,6-dichloro-5-methyl-2-pyrimidinyl)-","387150","387150",NA
680666,"1H-Benzimidazol-2-amine, N-[4-chloro-5-(2-chloroethyl)-6-methyl-2-pyrimidinyl]-","387152","387152",NA
680667,"2-(1H-benzimidazol-2-ylamino)-5-benzyl-4-hydroxy-1H-pyrimidin-6-one","387153","387153",NA
680669,"N-(4-Chloro-6-phenyl-2-pyrimidinyl)-1H-benzimidazol-2-amine","387155","387155",NA
680672,"8W-0230","387158","387158",NA
680674,"4-Hydroxy-2-(3-oxo-1,3,4,5,6,7-hexahydro-2H-indazol-2-yl)-5-pyrimidinecarbonitrile","387160","387160",NA
